发布部门,标题,发布时间,通知URL,是否有附件,附件信息,下载次数参数
综合科,关于组织教师参加第61届中国高等教育博览会的通知,发布时间：2024-04-02,https://jwch.fzu.edu.cn//../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13347,有,附件4：参会教师名单收集汇总表.xls(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14590885); 附件2：高博会日程总览.jpg(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14590884); 附件3：报名二维码.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14590883); 附件1：各单位选派教师参会名额安排表.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14590882),"wbfileid=14590885,owner=1744984858; wbfileid=14590884,owner=1744984858; wbfileid=14590883,owner=1744984858; wbfileid=14590882,owner=1744984858"
教学运行,关于2024年清明节放假课程调整的通知,发布时间：2024-04-01,https://jwch.fzu.edu.cn//../info/1036/13343.htm,无,无,无
实践科,关于举办福州大学第十五届企业经营模拟沙盘对抗赛的通知,发布时间：2024-03-27,https://jwch.fzu.edu.cn//../info/1039/13335.htm,有,附件：福州大学第十五届企业经营模拟沙盘对抗赛报名表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589204),"wbfileid=14589204,owner=1744984858"
实践科,关于组织开展第十七届中国大学生计算机设计大赛福州大学校内预选赛的通知,发布时间：2024-03-27,https://jwch.fzu.edu.cn//../info/1039/13334.htm,有,附件2 2024年（第17届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589111); 附件1：中大计赛函[2024]1 号 关于举办“2024 年（第 17 届）中国大学生计算机设计大赛”的 通 知.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589112),"wbfileid=14589111,owner=1744984858; wbfileid=14589112,owner=1744984858"
实践科,关于举办福州大学第四届大学生先进成图技术与产品信息建模创新大赛的通知,发布时间：2024-03-27,https://jwch.fzu.edu.cn//../info/1039/13333.htm,有,附件2：福州大学第四届大学生先进成图技术与产品信息建模创新大赛报名表.xls(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589086),"wbfileid=14589086,owner=1744984858"
实践科,关于举办福州大学第十四届大学生节能减排社会实践与科技竞赛暨第十届材料创新、设计及应用竞赛的通知,发布时间：2024-03-22,https://jwch.fzu.edu.cn//../info/1039/13331.htm,有,附件1-4.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14587055),"wbfileid=14587055,owner=1744984858"
实践科,关于举办福州大学第八届网络信息安全竞赛的通知,发布时间：2024-03-21,https://jwch.fzu.edu.cn//../info/1039/13329.htm,无,无,无
教学运行,关于做好2024-2025学年第一学期排课准备工作的通知,发布时间：2024-03-18,https://jwch.fzu.edu.cn//../info/1036/13322.htm,无,无,无
综合科,关于更改2023-2024学年春季学期期初本科教育教学工作会议时间的通知,发布时间：2024-03-14,https://jwch.fzu.edu.cn//../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13313,无,无,无
实践科,关于举办福州大学第十三届大学生软件设计与服务外包创新创业竞赛的通知,发布时间：2024-03-13,https://jwch.fzu.edu.cn//../info/1039/13312.htm,无,无,无
计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,发布时间：2024-03-13,https://jwch.fzu.edu.cn//../info/1038/13310.htm,无,无,无
综合科,关于召开2023-2024学年春季学期期初本科教育教学工作会议的通知,发布时间：2024-03-13,https://jwch.fzu.edu.cn//../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13309,无,无,无
实践科,关于转发《关于邀请省内高校大学生参与2024数字中国创新大赛的函》的通知,发布时间：2024-03-12,https://jwch.fzu.edu.cn//../info/1039/13308.htm,有,附件：数字中国建设峰会组委会秘书处关于商请邀请省内高校学生参与2024数字中国创新大赛的函.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583438),"wbfileid=14583438,owner=1744984858"
教学运行,关于2023-2024学年第二学期重新学习选课、缴费的通知,发布时间：2024-03-11,https://jwch.fzu.edu.cn//../info/1036/13306.htm,无,无,无
计划科,关于2023-2024学年第二学期爱课程平台参加通识教育选修课学习的重要提示,发布时间：2024-03-11,https://jwch.fzu.edu.cn//../info/1038/13305.htm,无,无,无
质量办,关于组织教师参加第四届福建省教师教学创新大赛产教融合赛道的通知,发布时间：2024-03-06,https://jwch.fzu.edu.cn//../info/1040/13301.htm,有,附件2 福州大学教师教学创新大赛产教融合赛道 学院推荐名单汇总表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581598); 附件1 关于举办第第四届全国高校教师教学创新大赛产教融合赛道赛事的通知.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581597),"wbfileid=14581598,owner=1744984858; wbfileid=14581597,owner=1744984858"
实践科,关于参加2024年（第十届）全国大学生统计建模大赛的通知,发布时间：2024-03-05,https://jwch.fzu.edu.cn//../info/1039/13296.htm,无,无,无
实践科,关于做好第三十期本科生科研训练计划项目立项申报工作的通知,发布时间：2024-03-05,https://jwch.fzu.edu.cn//../info/1039/13294.htm,有,第30期SRTP附件.zip(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581442),"wbfileid=14581442,owner=1744984858"
计划科,关于公布2023-2024学年第二学期通选课取消开课名单的通知,发布时间：2024-03-04,https://jwch.fzu.edu.cn//../info/1038/13293.htm,无,无,无
综合科,关于2023-2024学年第二学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,发布时间：2024-02-29,https://jwch.fzu.edu.cn//../info/1035/13280.htm,无,无,无
教学运行,关于做好2024年3月退役复学学生转专业的通知,发布时间：2024-02-27,https://jwch.fzu.edu.cn//../info/1036/13284.htm,有,福州大学参军退伍复学后学生转专业审批表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580283); 福州大学本科生转专业管理实施办法（暂行）.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580282),"wbfileid=14580283,owner=1744984858; wbfileid=14580282,owner=1744984858"
计划科,关于通识教育选修课《国际化拔尖创新人才科研训练》宣讲会及选课的通知,发布时间：2024-02-27,https://jwch.fzu.edu.cn//../info/1038/13283.htm,有,附件1国际化拔尖创新人才科研训练具体课程清单.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580133),"wbfileid=14580133,owner=1744984858"
实践科,关于2024届本科毕业生创新创业实践与素质拓展学分认定工作的通知,发布时间：2024-02-26,https://jwch.fzu.edu.cn//../info/1039/13281.htm,有,福州大学本科生创新创业实践与素质拓展学分申报汇总表、申请表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579917),"wbfileid=14579917,owner=1744984858"
计划科,关于2023-2024学年第二学期港澳台侨学生思政课和军事课程退选替代的通知,发布时间：2024-02-25,https://jwch.fzu.edu.cn//../info/1038/13279.htm,有,2023-2024学年第二学期国情课列表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579883),"wbfileid=14579883,owner=1744984858"
实践科,关于对2023年学院教学有关数据进行统计的通知,发布时间：2024-02-25,https://jwch.fzu.edu.cn//../info/1039/13278.htm,有,2023年学院教学有关数据统计表格下载.zip(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579832),"wbfileid=14579832,owner=1744984858"
计划科,关于2023-2024学年第二学期通识教育选修课选课的通知,发布时间：2024-02-25,https://jwch.fzu.edu.cn//../info/1038/13277.htm,有,超星尔雅使用手册（学生版）.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579829); 24春夏智慧树学生手册更新（可导学用）最新E(2).pptx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583720); 慕课堂学生操作手册.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579831),"wbfileid=14579829,owner=1744984858; wbfileid=14583720,owner=1744984858; wbfileid=14579831,owner=1744984858"
质量办,关于开学第一周集中听课的通知,发布时间：2024-02-25,https://jwch.fzu.edu.cn//../info/1040/13276.htm,有,附件1：福州大学课堂教学质量评估表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579817); 附件2：2023-2024学年第二学期第一周课表.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579818); 附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579819),"wbfileid=14579817,owner=1744984858; wbfileid=14579818,owner=1744984858; wbfileid=14579819,owner=1744984858"
教学运行,关于2023-2024第二学期学期选课、辅修选课补退选的通知,发布时间：2024-02-25,https://jwch.fzu.edu.cn//../info/1036/13275.htm,无,无,无
实践科,关于推荐申报实验教学和教学实验室建设研究项目的通知,发布时间：2024-02-06,https://jwch.fzu.edu.cn//../info/1039/13272.htm,有,附件1：实验教学和教学实验室建设研究项目申报书.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578976); 附件2：实验教学和教学实验室建设研究项目推荐汇总表（福建省）.xls(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578975); 附件3：教高司函〔2024〕1号教育部高等教育司关于开展实验教学和教学实验室建设研究工作的通知（3月29日前）.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578977),"wbfileid=14578976,owner=1744984858; wbfileid=14578975,owner=1744984858; wbfileid=14578977,owner=1744984858"
教学运行,关于2024年春季学期《大学物理实验》绪论课程教室安排的通知,发布时间：2024-01-20,https://jwch.fzu.edu.cn//../info/1036/13254.htm,有,2024大物实验（上）绪论排课.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14576449),"wbfileid=14576449,owner=1744984858"
综合科,教务处关于2024年寒假用印安排的通知,发布时间：2024-01-20,https://jwch.fzu.edu.cn//../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13252,无,无,无
教材中心,关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,发布时间：2024-01-18,https://jwch.fzu.edu.cn//../info/1042/13251.htm,有,福建省教育厅关于开展福建省“十四五”普通高等教育本科规划教材建设工作的通知.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575797); 附件1.福建省普通高等教育“十四五”规划教材建设立项申报书.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575798); 附件2.福建省普通高等学校“十四五”规划教材建设项目申报汇总表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575799); 单位审核意见书（参考模板）.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575800),"wbfileid=14575797,owner=1744984858; wbfileid=14575798,owner=1744984858; wbfileid=14575799,owner=1744984858; wbfileid=14575800,owner=1744984858"
质量办,关于上报学院本科教育教学质量保障2023年工作总结和2024年工作计划的通知,发布时间：2024-01-12,https://jwch.fzu.edu.cn//../info/1040/13248.htm,无,无,无
计划科,关于核对2023-2024学年第二学期通识教育选修课开课信息的通知,发布时间：2024-01-11,https://jwch.fzu.edu.cn//../info/1038/13245.htm,无,无,无
综合科,关于召开2023-2024学年秋季学期期末本科教育教学工作会议的通知,发布时间：2024-01-10,https://jwch.fzu.edu.cn//../info/1035/13242.htm,无,无,无
教学运行,关于2023-2024学年第二学期辅修专业选课的通知,发布时间：2024-01-09,https://jwch.fzu.edu.cn//../info/1036/13241.htm,无,无,无
实践科,关于组织参加2024年美国大学生数学建模竞赛通知,发布时间：2024-01-08,https://jwch.fzu.edu.cn//../info/1039/13231.htm,有,附录：2024年2月美国大学生数学建模竞赛介绍及参赛流程.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14573632),"wbfileid=14573632,owner=1744984858"
教学运行,关于做好期末复习考试及下学期开学等工作的通知,发布时间：2024-01-03,https://jwch.fzu.edu.cn//../info/1036/13221.htm,无,无,无
教学运行,关于2023-2024学年第一学期《高等数学C（上）》、《高等数学D》课程期末考试安排的通知,发布时间：2024-01-02,https://jwch.fzu.edu.cn//../info/1036/13213.htm,有,2301高等数学C（上）、D期末考试 1.19下午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571714),"wbfileid=14571714,owner=1744984858"
教学运行,关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》课程期末考试安排的通知,发布时间：2024-01-02,https://jwch.fzu.edu.cn//../info/1036/13212.htm,有,2301高等数学A（上）、B（上）期末考试 1.19上午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571713),"wbfileid=14571713,owner=1744984858"
教学运行,关于2023-2024学年第一学期《大学物理A（下）》课程期末考试安排的通知,发布时间：2024-01-02,https://jwch.fzu.edu.cn//../info/1036/13211.htm,有,2301大学物理A（下）期末考试 1.18上午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571712),"wbfileid=14571712,owner=1744984858"
教学运行,关于2023-2024学年第一学期《大学英语（二）》课程期末考试安排的通知,发布时间：2024-01-02,https://jwch.fzu.edu.cn//../info/1036/13210.htm,有,2301大学英语（二）期末考试 1.15上午、下午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571711),"wbfileid=14571711,owner=1744984858"
